"","month","year","BNFSectionName","id","Quantity"
"3635","August","2013","Drugs Used In Rheumatic Diseases & Gout","August 2013",97837006
"3636","August","2013","Drugs Used In Substance Dependence","August 2013",132317025
"3637","August","2013","Drugs used in the Treatment of Obesity","August 2013",4062910
"3638","August","2013","Dry Mouth Products","August 2013",1662963
"3639","August","2013","Dyspep&Gastro-Oesophageal Reflux Disease","August 2013",157960425
"3640","August","2013","Elastic Hosiery","August 2013",153135
"3641","August","2013","Emollient & Barrier Preparations","August 2013",584050862
"3642","August","2013","Emollients","August 2013",84927112
"3643","August","2013","Eye Products","August 2013",1164949
"3644","August","2013","Faecal Collectors","August 2013",2345
"3645","August","2013","Filters/Bridges","August 2013",31638
"3646","August","2013","Flanges","August 2013",263
"3647","August","2013","Fluids And Electrolytes","August 2013",7767270
"3648","August","2013","Foam","August 2013",10
"3649","August","2013","Foods","August 2013",51042072
"3650","August","2013","Gauzes & Gauze Tissue","August 2013",1250718
"3651","August","2013","General Anaesthesia","August 2013",167844
"3652","August","2013","Health Supplements","August 2013",382324
"3653","August","2013","Hypertension and Heart Failure","August 2013",204767049
"3654","August","2013","Hypnotics And Anxiolytics","August 2013",39681188
"3655","August","2013","Hypothalamic&Pituitary Hormones&Antioest","August 2013",974753
"3656","August","2013","Ileostomy Bags","August 2013",1601515
"3657","August","2013","Immunoglobulins","August 2013",54
"3658","August","2013","Incontinence Belts","August 2013",2
"3659","August","2013","Incontinence Sheath Fixing Strips & Adh","August 2013",33546
"3660","August","2013","Incontinence Sheaths","August 2013",613162
"3661","August","2013","Indwelling Pleural Cath Drain System","August 2013",2488
"3662","August","2013","Inhalation Solutions","August 2013",122125
"3663","August","2013","Insert For Female Stress Incont","August 2013",2218
"3664","August","2013","Intravenous Nutrition","August 2013",81
"3665","August","2013","Irrigation Solutions","August 2013",937400
"3666","August","2013","Irrigation Washout Appliances","August 2013",43167
"3667","August","2013","Jaw Rehabilitation Device","August 2013",275
"3668","August","2013","Laxatives","August 2013",227579366
"3669","August","2013","Leg Bags","August 2013",643526
"3670","August","2013","Leg Ulcer Wrap","August 2013",4
"3671","August","2013","Lints","August 2013",75975
"3672","August","2013","Lipid-Regulating Drugs","August 2013",180916756
"3673","August","2013","Local Anaesthesia","August 2013",1288617
"3674","August","2013","Local Anaesthetics","August 2013",1042
"3675","August","2013","Local Prepn for Anal & Rectal Disorders","August 2013",3287046
"3676","August","2013","Local Sclerosants","August 2013",176
"3677","August","2013","Low Friction Products","August 2013",7191
"3678","August","2013","Lubricant Gels","August 2013",1258887
"3679","August","2013","Lymphoedema Garments","August 2013",36433
"3680","August","2013","Metabolic Disorders","August 2013",267692
"3681","August","2013","Micro-Enema - Sodium Citrate","August 2013",3811
"3682","August","2013","Minerals","August 2013",28625860
"3683","August","2013","Miscellaneous Ophthalmic Preparations","August 2013",10700596
"3684","August","2013","Miscellaneous Topical Preparations","August 2013",5524
"3685","August","2013","Mucolytics","August 2013",18774565
"3686","August","2013","Mydriatics And Cycloplegics","August 2013",96334
"3687","August","2013","Nasal Products","August 2013",27531
"3688","August","2013","Night Drainage Bags","August 2013",1815320
"3689","August","2013","Nit,Calc Block & Other Antianginal Drugs","August 2013",134721978
"3690","August","2013","Oral Film Forming Agents","August 2013",106125
"3691","August","2013","Oral Nutrition","August 2013",2106350364
"3692","August","2013","Other Appliances","August 2013",56234347
"3693","August","2013","Other Endocrine Drugs","August 2013",206870
"3694","August","2013","Other Health Supplements","August 2013",534995
"3695","August","2013","Other Preparations","August 2013",57351
"3696","August","2013","Peak Flow Meters","August 2013",13315
"3697","August","2013","Pelvic Toning Devices","August 2013",93
"3698","August","2013","Physical Debridement Device","August 2013",14723
"3699","August","2013","Plantar Pressure Offloading Device","August 2013",4033
"3700","August","2013","Plasters","August 2013",3968
"3701","August","2013","Positive Inotropic Drugs","August 2013",8009172
"3702","August","2013","Preparations For Eczema And Psoriasis","August 2013",11485720
"3703","August","2013","Preparations For Warts And Calluses","August 2013",363887
"3704","August","2013","Pressure Plates/Shields","August 2013",5130
"3705","August","2013","Prosthetic Adhesives","August 2013",225
"3706","August","2013","Selective Preparations","August 2013",9864194
"3707","August","2013","Sex Hormones","August 2013",24267836
"3708","August","2013","Sex Hormones & Antag In Malig Disease","August 2013",5863532
"3709","August","2013","Shampoo&Other Preps For Scalp&Hair Cond","August 2013",25496604
"3710","August","2013","Silk Garments","August 2013",4440
"3711","August","2013","Single Substances","August 2013",224542
"3712","August","2013","Skin Adhesive,Sterile","August 2013",94
"3713","August","2013","Skin Cleansers,Antiseptics & Desloughing","August 2013",7822425
"3714","August","2013","Skin Closure Strips, Sterile","August 2013",69921
"3715","August","2013","Skin Fillers And Protectives","August 2013",936866
"3716","August","2013","Skin Protectors","August 2013",466954
"3717","August","2013","Soft-Tissue Disorders & Topical Pain Rel","August 2013",56199319
"3718","August","2013","Stable Angina, Acute/Crnry Synd&Fibrin","August 2013",68
"3719","August","2013","Stockinette","August 2013",195554
"3720","August","2013","Stoma Caps/Dressings","August 2013",73135
"3721","August","2013","Stoma Care","August 2013",9670
"3722","August","2013","Sunscreens And Camouflagers","August 2013",3237124
"3723","August","2013","Surgical Adhesive Tape","August 2013",122876
"3724","August","2013","Surgical Sutures","August 2013",152
"3725","August","2013","Suspensory Systems","August 2013",3583
"3726","August","2013","Swabs","August 2013",7151332
"3727","August","2013","Sympathomimetics","August 2013",142363
"3728","August","2013","Systemic Nasal Decongestants","August 2013",754953
"3729","August","2013","Thyroid And Antithyroid Drugs","August 2013",89749944
"3730","August","2013","Top Local Anaesthetics & Antipruritics","August 2013",4803030
"3731","August","2013","Topical Circulatory Preparations","August 2013",701601
"3732","August","2013","Topical Corticosteroids","August 2013",50706439
"3733","August","2013","Tracheostomy & Laryngectomy Appliances","August 2013",425815
"3734","August","2013","Treatment Of Glaucoma","August 2013",4990364
"3735","August","2013","Treatment Of Vaginal & Vulval Conditions","August 2013",3743458
"3736","August","2013","Trusses","August 2013",443
"3737","August","2013","Tubing & Accessories","August 2013",5552
"3738","August","2013","Tubing And Accessories","August 2013",92516
"3739","August","2013","Two Piece Ostomy Systems","August 2013",1184965
"3740","August","2013","Urinal Systems","August 2013",9347
"3741","August","2013","Urostomy Bags","August 2013",266609
"3742","August","2013","Vaccines And Antisera","August 2013",26278
"3743","August","2013","Vacuum Pumps for Erectile Dysfunction","August 2013",1113
"3744","August","2013","Vaginal Dilators","August 2013",294
"3745","August","2013","Vaginal Moisturisers","August 2013",20593
"3746","August","2013","Vaginal PH Correction Products","August 2013",11793
"3747","August","2013","Vehicles and Emulsifying Agents","August 2013",5120707
"3748","August","2013","Venous Ulcer Compression System","August 2013",9257
"3749","August","2013","Vitamins","August 2013",100007893
"3750","August","2013","Waters","August 2013",5334168
"3751","August","2013","Wound Management & other Dressings","August 2013",7107354
"3752","August","2013","Wound Management Products","August 2013",19039
"3753","August","2013","X-Ray Contrast Media","August 2013",2500
"3754","August","2014","Absorbent Cottons","August 2014",263525
"3755","August","2014","Acids","August 2014",242937
"3756","August","2014","Acne and Rosacea","August 2014",6931777
"3757","August","2014","Acne Treatment","August 2014",1275
"3758","August","2014","Acute Diarrhoea","August 2014",11481989
"3759","August","2014","Adhesive (Pastes/Sprays/Solutions)","August 2014",2277
"3760","August","2014","Adhesive Discs/Rings/Pads/Plasters","August 2014",1049051
"3761","August","2014","Adhesive Dressing Remover Ster Silicone","August 2014",5413
"3762","August","2014","Adhesive Removers (Sprays/Liquids/Wipes)","August 2014",609872
"3763","August","2014","Alcohol, Wines & Spirits","August 2014",250
"3764","August","2014","Anaemias + Other Blood Disorders","August 2014",56643800
"3765","August","2014","Anal Irrigation System","August 2014",7630
"3766","August","2014","Anal Plugs","August 2014",12342
"3767","August","2014","Analgesics","August 2014",558870472
"3768","August","2014","Anthelmintics","August 2014",281424
"3769","August","2014","Anti-Arrhythmic Drugs","August 2014",4070013
"3770","August","2014","Anti-Infective Eye Preparations","August 2014",1226590
"3771","August","2014","Anti-Infective Skin Preparations","August 2014",10236641
"3772","August","2014","Antibacterial Drugs","August 2014",102808004
"3773","August","2014","Anticoagulants And Protamine","August 2014",49884657
"3774","August","2014","Antidepressant Drugs","August 2014",167473539
"3775","August","2014","Antiepileptics","August 2014",144598990
"3776","August","2014","Antifibrinolytic Drugs & Haemostatics","August 2014",2092394
"3777","August","2014","Antifungal Drugs","August 2014",4843225
"3778","August","2014","Antihist, Hyposensit & Allergic Emergen","August 2014",55621626
"3779","August","2014","Antiperspirants","August 2014",439041
"3780","August","2014","Antiplatelet Drugs","August 2014",94133262
"3781","August","2014","Antiprotozoal Drugs","August 2014",8529763
"3782","August","2014","Antisecretory Drugs+Mucosal Protectants","August 2014",166864526
"3783","August","2014","Antispasmod.&Other Drgs Alt.Gut Motility","August 2014",29979928
"3784","August","2014","Antiviral Drugs","August 2014",3094121
"3785","August","2014","Arm Sling/Bandages","August 2014",1225026
"3786","August","2014","Aromatic Inhalations","August 2014",76702
"3787","August","2014","Bacterial Decolonisation Products","August 2014",1782
"3788","August","2014","Bag Closures","August 2014",29628
"3789","August","2014","Bag Covers","August 2014",3558
"3790","August","2014","Base/Dil/Susp Agents/Stabilisers","August 2014",40164179
"3791","August","2014","Belts","August 2014",10312
"3792","August","2014","Beta-Adrenoceptor Blocking Drugs","August 2014",100674948
"3793","August","2014","Bitters And Tonics","August 2014",300
"3794","August","2014","Bronchodilators","August 2014",23421491
"3795","August","2014","Catheter Maintenance Solutions","August 2014",129220
"3796","August","2014","Catheter Valves","August 2014",54065
"3797","August","2014","Catheters","August 2014",279751
"3798","August","2014","Cervical Collar","August 2014",106
"3799","August","2014","Chiropody Appliances","August 2014",6515
"3800","August","2014","Chronic Bowel Disorders","August 2014",23891572
"3801","August","2014","CNS Stimulants and drugs used for ADHD","August 2014",4039209
"3802","August","2014","Colostomy Bags","August 2014",2172317
"3803","August","2014","Colouring,Flavouring & Sweetening Agents","August 2014",400
"3804","August","2014","Compound Vit/Mineral Formulations","August 2014",1323226
"3805","August","2014","Contraceptive Devices","August 2014",1265
"3806","August","2014","Contraceptives","August 2014",56304330
"3807","August","2014","Cordials/Soft Drinks","August 2014",1483546
"3808","August","2014","Corti'roids & Other Anti-Inflamm.Preps.","August 2014",2533938
"3809","August","2014","Corticosteroids (Endocrine)","August 2014",29806794
"3810","August","2014","Corticosteroids (Respiratory)","August 2014",1944915
"3811","August","2014","Cough Preparations","August 2014",9457390
"3812","August","2014","Cromoglycate,Rel,Leukotriene Antagonists","August 2014",4981788
"3813","August","2014","Cycloidal Vibration Accessories","August 2014",1395
"3814","August","2014","Cytotoxic Drugs","August 2014",690298
"3815","August","2014","Deodorants","August 2014",276432
"3816","August","2014","Dev For Adjunctive Tt Of Hypertension","August 2014",1
"3817","August","2014","Discharge Solidifying Agents","August 2014",331115
"3818","August","2014","Disinfectants,Preserv&Sterilising Agents","August 2014",500
"3819","August","2014","Diuretics","August 2014",96243905
"3820","August","2014","Douches","August 2014",7
"3821","August","2014","Drainable Dribbling Appliances","August 2014",1
"3822","August","2014","Drugs Acting On The Ear","August 2014",754049
"3823","August","2014","Drugs Acting On The Nose","August 2014",2330777
"3824","August","2014","Drugs Acting On The Oropharynx","August 2014",30573016
"3825","August","2014","Drugs Affecting Bone Metabolism","August 2014",3546827
"3826","August","2014","Drugs Affecting Intestinal Secretions","August 2014",8685510
"3827","August","2014","Drugs Affecting The Immune Response","August 2014",8712600
"3828","August","2014","Drugs for Dementia","August 2014",5953701
"3829","August","2014","Drugs For Genito-Urinary Disorders","August 2014",37429652
"3830","August","2014","Drugs Used In Diabetes","August 2014",246932851
"3831","August","2014","Drugs Used In Nausea And Vertigo","August 2014",39431588
"3832","August","2014","Drugs Used In Neuromuscular  Disorders","August 2014",17477461
"3833","August","2014","Drugs Used In Obstetrics","August 2014",1
"3834","August","2014","Drugs Used In Park'ism/Related Disorders","August 2014",23732199
"3835","August","2014","Drugs Used In Psychoses & Rel.Disorders","August 2014",32091999
"3836","August","2014","Drugs Used In Rheumatic Diseases & Gout","August 2014",94002839
"3837","August","2014","Drugs Used In Substance Dependence","August 2014",120429939
"3838","August","2014","Drugs used in the Treatment of Obesity","August 2014",3542198
"3839","August","2014","Dry Mouth Products","August 2014",1702857
"3840","August","2014","Dyspep&Gastro-Oesophageal Reflux Disease","August 2014",161186876
"3841","August","2014","Elastic Hosiery","August 2014",145348
"3842","August","2014","Emollient & Barrier Preparations","August 2014",513313286
"3843","August","2014","Emollients","August 2014",111866738
"3844","August","2014","Eye Products","August 2014",1446344
"3845","August","2014","Faecal Collectors","August 2014",2285
"3846","August","2014","Filters/Bridges","August 2014",29336
"3847","August","2014","Flanges","August 2014",212
"3848","August","2014","Fluids And Electrolytes","August 2014",7614624
"3849","August","2014","Foam","August 2014",8
"3850","August","2014","Foods","August 2014",52310277
"3851","August","2014","Gauzes & Gauze Tissue","August 2014",1064604
"3852","August","2014","General Anaesthesia","August 2014",178070
"3853","August","2014","Health Supplements","August 2014",365617
"3854","August","2014","Hypertension and Heart Failure","August 2014",199487887
"3855","August","2014","Hypnotics And Anxiolytics","August 2014",36870155
"3856","August","2014","Hypothalamic&Pituitary Hormones&Antioest","August 2014",982013
"3857","August","2014","Ileostomy Bags","August 2014",1559207
"3858","August","2014","Immunoglobulins","August 2014",64
"3859","August","2014","Incontinence Sheath Fixing Strips & Adh","August 2014",33549
"3860","August","2014","Incontinence Sheaths","August 2014",564678
"3861","August","2014","Indwelling Pleural Cath Drain System","August 2014",2496
"3862","August","2014","Inhalation Solutions","August 2014",138941
"3863","August","2014","Insert For Female Stress Incont","August 2014",1718
"3864","August","2014","Intravenous Nutrition","August 2014",101
"3865","August","2014","Irrigation Solutions","August 2014",903570
"3866","August","2014","Irrigation Washout Appliances","August 2014",43352
"3867","August","2014","Jaw Rehabilitation Device","August 2014",358
"3868","August","2014","Laxatives","August 2014",220415289
"3869","August","2014","Leg Bags","August 2014",615742
"3870","August","2014","Leg Ulcer Wrap","August 2014",1
"3871","August","2014","Lints","August 2014",46200
"3872","August","2014","Lipid-Regulating Drugs","August 2014",175669237
"3873","August","2014","Local Anaesthesia","August 2014",1369702
"3874","August","2014","Local Anaesthetics","August 2014",1245
"3875","August","2014","Local Prepn for Anal & Rectal Disorders","August 2014",3195793
"3876","August","2014","Local Sclerosants","August 2014",71
"3877","August","2014","Low Friction Products","August 2014",7077
"3878","August","2014","Lubricant Gels","August 2014",1197180
"3879","August","2014","Lymphoedema Garments","August 2014",43228
"3880","August","2014","Metabolic Disorders","August 2014",213637
"3881","August","2014","Micro-Enema - Sodium Citrate","August 2014",3340
"3882","August","2014","Minerals","August 2014",29680736
"3883","August","2014","Miscellaneous Ophthalmic Preparations","August 2014",10642131
"3884","August","2014","Miscellaneous Topical Preparations","August 2014",7461
"3885","August","2014","Mucolytics","August 2014",20441511
"3886","August","2014","Mydriatics And Cycloplegics","August 2014",93117
"3887","August","2014","Nasal Products","August 2014",32982
"3888","August","2014","Night Drainage Bags","August 2014",1720146
"3889","August","2014","Nit,Calc Block & Other Antianginal Drugs","August 2014",131433552
"3890","August","2014","Oral Film Forming Agents","August 2014",103190
"3891","August","2014","Oral Nutrition","August 2014",2100266356
"3892","August","2014","Other Appliances","August 2014",57843394
"3893","August","2014","Other Endocrine Drugs","August 2014",194231
"3894","August","2014","Other Health Supplements","August 2014",410273
"3895","August","2014","Other Preparations","August 2014",59800
"3896","August","2014","Peak Flow Meters","August 2014",13506
"3897","August","2014","Pelvic Toning Devices","August 2014",130
"3898","August","2014","Physical Debridement Device","August 2014",24138
"3899","August","2014","Plantar Pressure Offloading Device","August 2014",4021
"3900","August","2014","Plasters","August 2014",4264
"3901","August","2014","Positive Inotropic Drugs","August 2014",7345433
"3902","August","2014","Preparations For Eczema And Psoriasis","August 2014",10323194
"3903","August","2014","Preparations For Warts And Calluses","August 2014",325739
"3904","August","2014","Pressure Plates/Shields","August 2014",5159
"3905","August","2014","Prosthetic Adhesives","August 2014",135
"3906","August","2014","Selective Preparations","August 2014",11139007
"3907","August","2014","Sex Hormones","August 2014",23863620
"3908","August","2014","Sex Hormones & Antag In Malig Disease","August 2014",5872075
"3909","August","2014","Shampoo&Other Preps For Scalp&Hair Cond","August 2014",25390391
"3910","August","2014","Silk Garments","August 2014",5074
"3911","August","2014","Single Substances","August 2014",206324
"3912","August","2014","Skin Adhesive,Sterile","August 2014",104
"3913","August","2014","Skin Cleansers,Antiseptics & Desloughing","August 2014",8115523
"3914","August","2014","Skin Closure Strips, Sterile","August 2014",61353
"3915","August","2014","Skin Fillers And Protectives","August 2014",1013933
"3916","August","2014","Skin Protectors","August 2014",459231
"3917","August","2014","Soft-Tissue Disorders & Topical Pain Rel","August 2014",59071914
"3918","August","2014","Stockinette","August 2014",183242
"3919","August","2014","Stoma Caps/Dressings","August 2014",72135
"3920","August","2014","Stoma Care","August 2014",21750
"3921","August","2014","Sunscreens And Camouflagers","August 2014",3329623
"3922","August","2014","Surgical Adhesive Tape","August 2014",109765
"3923","August","2014","Surgical Sutures","August 2014",270
"3924","August","2014","Suspensory Systems","August 2014",3869
"3925","August","2014","Swabs","August 2014",6476143
"3926","August","2014","Sympathomimetics","August 2014",152585
"3927","August","2014","Systemic Nasal Decongestants","August 2014",742720
"3928","August","2014","Thyroid And Antithyroid Drugs","August 2014",88001258
"3929","August","2014","Top Local Anaesthetics & Antipruritics","August 2014",4670955
"3930","August","2014","Topical Circulatory Preparations","August 2014",636350
"3931","August","2014","Topical Corticosteroids","August 2014",48659434
"3932","August","2014","Tracheostomy & Laryngectomy Appliances","August 2014",404287
"3933","August","2014","Treatment Of Glaucoma","August 2014",5225076
"3934","August","2014","Treatment Of Vaginal & Vulval Conditions","August 2014",3957964
"3935","August","2014","Trusses","August 2014",388
"3936","August","2014","Tubing & Accessories","August 2014",5555
"3937","August","2014","Tubing And Accessories","August 2014",92206
"3938","August","2014","Two Piece Ostomy Systems","August 2014",1074582
"3939","August","2014","Urinal Systems","August 2014",8522
"3940","August","2014","Urostomy Bags","August 2014",256649
"3941","August","2014","Vaccines And Antisera","August 2014",25549
"3942","August","2014","Vacuum Pumps for Erectile Dysfunction","August 2014",2137
"3943","August","2014","Vaginal Dilators","August 2014",214
"3944","August","2014","Vaginal Moisturisers","August 2014",23394
"3945","August","2014","Vaginal PH Correction Products","August 2014",14386
"3946","August","2014","Vehicles and Emulsifying Agents","August 2014",5207012
"3947","August","2014","Venous Ulcer Compression System","August 2014",9514
"3948","August","2014","Vitamins","August 2014",103947296
"3949","August","2014","Waters","August 2014",5222794
"3950","August","2014","Wound Management & other Dressings","August 2014",6733484
"3951","August","2014","Wound Management Products","August 2014",17831
"3952","August","2014","X-Ray Contrast Media","August 2014",8200
"3953","August","2015","Absorbent Cottons","August 2015",228900
"3954","August","2015","Acids","August 2015",263115
"3955","August","2015","Acne and Rosacea","August 2015",6798816
"3956","August","2015","Acne Treatment","August 2015",1600
"3957","August","2015","Acute Diarrhoea","August 2015",11035381
"3958","August","2015","Adhesive (Pastes/Sprays/Solutions)","August 2015",2157
"3959","August","2015","Adhesive Discs/Rings/Pads/Plasters","August 2015",1147867
"3960","August","2015","Adhesive Dressing Remover Ster Silicone","August 2015",7722
"3961","August","2015","Adhesive Removers (Sprays/Liquids/Wipes)","August 2015",727458
"3962","August","2015","Alcohol, Wines & Spirits","August 2015",500
"3963","August","2015","Anaemias + Other Blood Disorders","August 2015",58129531
"3964","August","2015","Anal Irrigation System","August 2015",10231
"3965","August","2015","Anal Plugs","August 2015",16409
"3966","August","2015","Analgesics","August 2015",554416524
"3967","August","2015","Anthelmintics","August 2015",256199
"3968","August","2015","Anti-Arrhythmic Drugs","August 2015",3874766
"3969","August","2015","Anti-Infective Eye Preparations","August 2015",1111928
"3970","August","2015","Anti-Infective Skin Preparations","August 2015",9826572
"3971","August","2015","Antibacterial Drugs","August 2015",97747116
"3972","August","2015","Anticoagulants And Protamine","August 2015",52478281
"3973","August","2015","Antidepressant Drugs","August 2015",173584527
"3974","August","2015","Antiepileptics","August 2015",152556210
"3975","August","2015","Antifibrinolytic Drugs & Haemostatics","August 2015",2100591
"3976","August","2015","Antifibrotics","August 2015",334
"3977","August","2015","Antifungal Drugs","August 2015",4573891
"3978","August","2015","Antihist, Hyposensit & Allergic Emergen","August 2015",55393333
"3979","August","2015","Antiperspirants","August 2015",429533
"3980","August","2015","Antiplatelet Drugs","August 2015",87708258
"3981","August","2015","Antiprotozoal Drugs","August 2015",7972779
"3982","August","2015","Antisecretory Drugs+Mucosal Protectants","August 2015",172121910
"3983","August","2015","Antispasmod.&Other Drgs Alt.Gut Motility","August 2015",30168762
"3984","August","2015","Antiviral Drugs","August 2015",3204424
"3985","August","2015","Arm Sling/Bandages","August 2015",1188082
"3986","August","2015","Aromatic Inhalations","August 2015",64895
"3987","August","2015","Bacterial Decolonisation Products","August 2015",2042
"3988","August","2015","Bag Closures","August 2015",26581
"3989","August","2015","Bag Covers","August 2015",3416
"3990","August","2015","Base/Dil/Susp Agents/Stabilisers","August 2015",37940262
"3991","August","2015","Belts","August 2015",10587
"3992","August","2015","Beta-Adrenoceptor Blocking Drugs","August 2015",100565447
"3993","August","2015","Bitters And Tonics","August 2015",800
"3994","August","2015","Bronchodilators","August 2015",22625488
"3995","August","2015","Catheter Maintenance Solutions","August 2015",129906
"3996","August","2015","Catheter Valves","August 2015",55088
"3997","August","2015","Catheters","August 2015",286884
"3998","August","2015","Cervical Collar","August 2015",114
"3999","August","2015","Chiropody Appliances","August 2015",6228
"4000","August","2015","Chronic Bowel Disorders","August 2015",23350477
"4001","August","2015","CNS Stimulants and drugs used for ADHD","August 2015",4222591
"4002","August","2015","Colostomy Bags","August 2015",2230633
"4003","August","2015","Colostomy Sets","August 2015",6
"4004","August","2015","Colouring,Flavouring & Sweetening Agents","August 2015",700
"4005","August","2015","Compound Vit/Mineral Formulations","August 2015",1304264
"4006","August","2015","Contraceptive Devices","August 2015",1160
"4007","August","2015","Contraceptives","August 2015",56169741
"4008","August","2015","Cordials/Soft Drinks","August 2015",1430992
"4009","August","2015","Corti'roids & Other Anti-Inflamm.Preps.","August 2015",2523638
"4010","August","2015","Corticosteroids (Endocrine)","August 2015",29559249
"4011","August","2015","Corticosteroids (Respiratory)","August 2015",1946873
"4012","August","2015","Cough Preparations","August 2015",8459089
"4013","August","2015","Cromoglycate,Rel,Leukotriene Antagonists","August 2015",5312684
"4014","August","2015","Cycloidal Vibration Accessories","August 2015",1448
"4015","August","2015","Cytotoxic Drugs","August 2015",687939
"4016","August","2015","Deodorants","August 2015",277823
"4017","August","2015","Dev For Adjunctive Tt Of Hypertension","August 2015",1
"4018","August","2015","Discharge Solidifying Agents","August 2015",317234
"4019","August","2015","Disinfectants,Preserv&Sterilising Agents","August 2015",240
"4020","August","2015","Diuretics","August 2015",91097969
"4021","August","2015","Douches","August 2015",3
"4022","August","2015","Drainable Dribbling Appliances","August 2015",16
"4023","August","2015","Drugs Acting On The Ear","August 2015",717696
"4024","August","2015","Drugs Acting On The Nose","August 2015",2388761
"4025","August","2015","Drugs Acting On The Oropharynx","August 2015",28607632
"4026","August","2015","Drugs Affecting Bone Metabolism","August 2015",3235563
"4027","August","2015","Drugs Affecting Intestinal Secretions","August 2015",10424632
"4028","August","2015","Drugs Affecting The Immune Response","August 2015",8242527
"4029","August","2015","Drugs for Dementia","August 2015",6378494
"4030","August","2015","Drugs For Genito-Urinary Disorders","August 2015",39098312
"4031","August","2015","Drugs Used In Diabetes","August 2015",252446396
"4032","August","2015","Drugs Used In Nausea And Vertigo","August 2015",34515627
"4033","August","2015","Drugs Used In Neuromuscular  Disorders","August 2015",17903468
"4034","August","2015","Drugs Used In Obstetrics","August 2015",28
"4035","August","2015","Drugs Used In Park'ism/Related Disorders","August 2015",23818675
"4036","August","2015","Drugs Used In Psychoses & Rel.Disorders","August 2015",32152231
"4037","August","2015","Drugs Used In Rheumatic Diseases & Gout","August 2015",90619425
"4038","August","2015","Drugs Used In Substance Dependence","August 2015",116798561
"4039","August","2015","Drugs used in the Treatment of Obesity","August 2015",3341298
"4040","August","2015","Dry Mouth Products","August 2015",1892626
"4041","August","2015","Dyspep&Gastro-Oesophageal Reflux Disease","August 2015",163373097
"4042","August","2015","Elastic Hosiery","August 2015",142801
"4043","August","2015","Emollient & Barrier Preparations","August 2015",504101605
"4044","August","2015","Emollients","August 2015",138447344
"4045","August","2015","Eye Products","August 2015",1630048
"4046","August","2015","Faecal Collectors","August 2015",3035
"4047","August","2015","Filters/Bridges","August 2015",28381
"4048","August","2015","Flanges","August 2015",172
"4049","August","2015","Fluids And Electrolytes","August 2015",7082631
"4050","August","2015","Foods","August 2015",50481361
"4051","August","2015","Gauzes & Gauze Tissue","August 2015",858981
"4052","August","2015","General Anaesthesia","August 2015",208436
"4053","August","2015","Health Supplements","August 2015",375244
"4054","August","2015","Hernia Support Garments","August 2015",43
"4055","August","2015","Hypertension and Heart Failure","August 2015",196213594
"4056","August","2015","Hypnotics And Anxiolytics","August 2015",35109435
"4057","August","2015","Hypothalamic&Pituitary Hormones&Antioest","August 2015",1005902
"4058","August","2015","Ileostomy Bags","August 2015",1637183
"4059","August","2015","Immunoglobulins","August 2015",16
"4060","August","2015","Incontinence Sheath Fixing Strips & Adh","August 2015",33365
"4061","August","2015","Incontinence Sheaths","August 2015",569123
"4062","August","2015","Indwelling Pleural Cath Drain System","August 2015",3360
"4063","August","2015","Inhalation Solutions","August 2015",166044
"4064","August","2015","Insert For Female Stress Incont","August 2015",81
"4065","August","2015","Intravenous Nutrition","August 2015",44
"4066","August","2015","Irrigation Solutions","August 2015",853778
"4067","August","2015","Irrigation Washout Appliances","August 2015",44813
"4068","August","2015","Jaw Rehabilitation Device","August 2015",610
"4069","August","2015","Laxatives","August 2015",210502363
"4070","August","2015","Leg Bags","August 2015",614291
"4071","August","2015","Lints","August 2015",36250
"4072","August","2015","Lipid-Regulating Drugs","August 2015",174104814
"4073","August","2015","Local Anaesthesia","August 2015",1460415
"4074","August","2015","Local Anaesthetics","August 2015",1835
"4075","August","2015","Local Prepn for Anal & Rectal Disorders","August 2015",3027475
"4076","August","2015","Low Friction Products","August 2015",8450
"4077","August","2015","Lubricant Gels","August 2015",1267854
"4078","August","2015","Lymphoedema Garments","August 2015",50747
"4079","August","2015","Metabolic Disorders","August 2015",198344
"4080","August","2015","Micro-Enema - Sodium Citrate","August 2015",1762
"4081","August","2015","Minerals","August 2015",30636915
"4082","August","2015","Miscellaneous Ophthalmic Preparations","August 2015",10569460
"4083","August","2015","Miscellaneous Topical Preparations","August 2015",6381
"4084","August","2015","Mucolytics","August 2015",21964830
"4085","August","2015","Mydriatics And Cycloplegics","August 2015",93334
"4086","August","2015","Nasal Products","August 2015",35065
"4087","August","2015","Night Drainage Bags","August 2015",1771605
"4088","August","2015","Nit,Calc Block & Other Antianginal Drugs","August 2015",129503996
"4089","August","2015","Oral Film Forming Agents","August 2015",99831
"4090","August","2015","Oral Nutrition","August 2015",2099488192
"4091","August","2015","Other Appliances","August 2015",60951991
"4092","August","2015","Other Endocrine Drugs","August 2015",183144
"4093","August","2015","Other Gases","August 2015",2
"4094","August","2015","Other Health Supplements","August 2015",339272
"4095","August","2015","Other Preparations","August 2015",69433
"4096","August","2015","Peak Flow Meters","August 2015",13620
"4097","August","2015","Pelvic Toning Devices","August 2015",125
"4098","August","2015","Physical Debridement Device","August 2015",36308
"4099","August","2015","Plantar Pressure Offloading Device","August 2015",4298
"4100","August","2015","Plasters","August 2015",4854
"4101","August","2015","Positive Inotropic Drugs","August 2015",6745387
"4102","August","2015","Preparations For Eczema And Psoriasis","August 2015",10346714
"4103","August","2015","Preparations For Warts And Calluses","August 2015",305235
